,제목,장르,작가,연재 시작일,마지막 연재일,회수,조회수,추천수,글자수,선작수
29,선독점 AI 나노봇으로 농사를 딸깍,현대판타지,따상,2024.02.26 14:02,2024.06.20 22:11,95 회,"1,097,000","33,550","511,211","6,157"
30,"선독점 을미년, 민비 대신 고종이 죽었다",대체역사,이그드라시,2024.02.23 13:05,2024.06.21 10:32,93 회,"474,109","23,112","589,913","3,622"
31,선독점 우주 무기가 너무 강함,"현대판타지, 판타지",계란탁,2024.04.08 11:00,2024.06.20 20:00,78 회,"1,300,298","27,043","455,955","7,527"
32,선독점 세계권력급 아공간 헌터,현대판타지,슬리버,2024.03.28 11:28,2024.06.21 12:05,84 회,"1,822,753","47,851","545,874","12,465"
33,선독점 귀농한 무한서고의 주인이 꿀빠는 법,"판타지, 퓨전",[세인토],2024.03.25 13:32,2024.06.20 18:00,91 회,"637,751","13,613","479,416","3,794"
34,선독점 방출당한 투수가 금강불괴로 돌아옴,"스포츠, 현대판타지",단팥빵소년,2024.03.10 20:07,2024.06.21 11:00,142 회,"1,674,778","38,358","910,333","7,560"
35,선독점 마갑을 만드는 천재마법사,판타지,레드풋,2024.04.01 20:47,2024.06.20 22:00,88 회,"1,202,532","32,433","638,809","7,466"
36,선독점 미친 천재작가가 돌아왔다,"현대판타지, 드라마",피자소주,2024.03.29 17:02,2024.06.20 21:00,75 회,"955,118","26,707","477,243","6,548"
37,선독점 천재 매니저는 시끄럽게 살기로 했다,"현대판타지, 판타지",편몽,2024.03.23 20:57,2024.06.20 21:13,89 회,"977,531","26,455","523,022","5,041"
38,선독점 1970 중정 요원은 핵이 필요합니다,"대체역사, 판타지",정사부,2024.03.27 17:31,2024.06.21 12:00,91 회,"484,522","13,350","480,135","3,164"
39,선독점 MLB 천재들이 방출 포수를 너무 좋아함,"스포츠, 현대판타지",에필로거,2024.03.18 10:01,2024.06.20 18:00,92 회,"1,206,463","25,275","507,985","5,600"
40,선독점 아포칼립스 EX급 벙커 라이프,"현대판타지, 퓨전",켈린더,2024.04.11 14:50,2024.06.20 18:30,74 회,"748,197","14,732","468,286","4,660"
41,선독점 별에서 온 조선인,대체역사,조휘,2024.03.15 17:19,2024.06.20 18:00,73 회,"488,023","12,561","489,078","2,846"
42,선독점 회귀한 김에 아이돌 때려칩니다,"현대판타지, 로맨스",엔터키뽑,2024.04.03 14:00,2024.06.20 21:48,73 회,"1,347,375","31,383","420,350","9,501"
43,선독점 초월자들과 거래하는 헌터,"현대판타지, 판타지",지장수,2024.02.15 19:28,2024.06.20 21:00,132 회,"1,115,828","22,435","917,234","3,392"
44,선독점 EX급 절대반지를 얻었다,"퓨전, 현대판타지",김현준™,2024.04.05 10:28,2024.06.21 15:00,83 회,"1,688,699","36,997","607,384","9,857"
45,선독점 기적을 빚는 도예가,"현대판타지, 판타지",노델,2024.03.11 08:05,2024.06.20 21:19,101 회,"726,372","21,354","567,877","4,646"
46,선독점 무인도 힐링 라이프를 꿈꿨는데 대박집 사장님이 되었다!,현대판타지,R렉스,2024.03.15 15:56,2024.06.20 18:00,100 회,"563,470","15,653","546,814","3,140"
47,선독점 회사 잘린 김에 음악천재 합니다,"현대판타지, 일반소설",먹고땡,2024.03.21 15:59,2024.06.21 12:00,84 회,"894,760","18,930","507,061","5,183"
48,선독점 빌보드 1위로 시작하는 작곡생활,"현대판타지, 드라마",바사라단,2024.03.14 17:44,2024.06.21 08:20,92 회,"991,321","23,579","567,772","5,803"
49,선독점 여행 중에 아이가 생겼다.,현대판타지,소설마표,2024.03.14 16:49,2024.06.20 18:00,102 회,"823,308","16,088","530,048","3,973"
50,선독점 내 땅에 통행료가 들어온다,"퓨전, 판타지",현진현우,2024.03.04 16:20,2024.06.20 18:00,112 회,"652,495","14,653","601,423","2,919"
51,선독점 아포칼립스 장난감,"현대판타지, 퓨전",눌프,2024.03.16 18:29,2024.06.21 13:30,92 회,"1,772,914","46,829","510,890","10,268"
52,선독점 변경의 죄수는 검성을 꿈꾼다,판타지,Cadilet,2024.02.22 23:08,2024.06.20 18:15,127 회,"706,162","31,748","1,186,812","5,665"
53,선독점 존버했더니 제국권력급 스승을 얻었다,"현대판타지, 퓨전",05林,2024.03.26 14:57,2024.06.20 22:21,84 회,"1,059,444","20,774","463,888","5,018"
54,선독점 역천무림,무협,라바테라,2024.03.22 18:36,2024.06.20 22:39,93 회,"1,112,883","25,881","556,822","5,629"
55,선독점 파혼 후 역대급 투자 천재,"현대판타지, 퓨전",단골손놈,2024.03.19 00:39,2024.06.20 20:00,103 회,"1,390,169","23,902","627,668","6,622"
56,선독점 괴물 음악천재가 되어 돌아왔다,현대판타지,츠로프,2024.03.02 19:13,2024.06.20 22:43,106 회,"1,162,494","27,494","609,334","6,567"
57,선독점 황금 귀의 프로듀서,"현대판타지, 퓨전",무적푸딩,2024.02.25 13:05,2024.06.21 11:50,115 회,"1,317,544","29,431","688,952","6,131"
58,선독점 수비천재가 3점을 폭격함,"스포츠, 현대판타지",코다,2024.03.04 21:57,2024.06.20 22:00,122 회,"946,625","24,715","723,743","5,197"
59,선독점 중세 불꽃의 기사로 살아남기,"판타지, 퓨전",포더엠,2024.03.18 18:42,2024.06.20 20:00,97 회,"1,285,632","33,896","630,078","7,464"
60,선독점 빌런의 제국이 시작되었다,"대체역사, 현대판타지",느린손,2024.02.25 08:41,2024.06.20 23:52,60 회,"301,894","7,857","363,168","2,083"
61,선독점 괴물급 천재 작가들이 날 너무 좋아함,"현대판타지, 판타지",shoro,2024.03.20 18:10,2024.06.21 08:00,102 회,"607,407","20,992","549,136","4,126"
62,선독점 삼국지 : 유비의 아들은 조용히 살고 싶다.,"대체역사, 판타지",조작가R,2024.02.19 18:02,2024.06.20 19:00,106 회,"299,640","11,102","634,622","1,994"
63,선독점 전생에 모네 친구였던 재벌집 망나니,"현대판타지, 판타지",폭팡,2024.03.11 14:37,2024.06.20 18:00,94 회,"896,970","20,065","633,909","5,042"
64,선독점 신입사원이 미쳐 날뜀,"현대판타지, 드라마",드렁큰댕댕,2024.03.29 15:07,2024.06.21 12:20,85 회,"701,901","17,211","517,045","3,748"
65,선독점 치트 쓰는 영주님,"판타지, 퓨전",리플래시,2024.03.04 09:37,2024.06.21 12:00,106 회,"710,483","19,818","739,563","3,579"
66,선독점 의사가 음악을 너무 잘함,"현대판타지, 판타지",세끝,2024.02.11 12:03,2024.06.21 14:41,122 회,"602,309","15,107","711,998","3,125"
67,"선독점 이혼 전 코인 수익률 9,999,999배",현대판타지,로노바,2024.04.01 13:30,2024.06.20 19:20,80 회,"795,366","13,638","442,120","4,018"
68,선독점 국가권력급 헌터가 미국으로 이민감,"현대판타지, 판타지",재즈소울,2024.05.19 01:37,2024.06.21 09:20,57 회,"608,017","10,545","318,386","3,160"
69,"선독점 S급누나, 파멸급 동생","현대판타지, 판타지",잔나비V,2024.04.16 00:17,2024.06.20 18:20,67 회,"897,551","15,537","353,585","4,611"
70,선독점 재벌가 사위가 강속구를 숨김,스포츠,취력(取力),2024.04.06 14:40,2024.06.20 22:00,77 회,"761,550","13,954","455,463","3,244"
71,선독점 파혼 당한뒤 EX급 무한성장 특성을 각성해버렸다,"현대판타지, 판타지",대왕풍선,2024.05.16 16:16,2024.06.21 13:02,49 회,"575,322","8,910","307,830","3,608"
72,선독점 게임 속 농작물을 현실에서 거래함,"현대판타지, 퓨전",오천자,2024.03.08 13:33,2024.06.20 21:00,91 회,"637,744","19,918","564,064","4,415"
73,선독점 신화급 창고를 얻었다!,"판타지, 현대판타지",앤비즈,2024.05.08 10:03,2024.06.21 10:00,52 회,"681,755","14,088","269,693","4,719"
74,선독점 검마회귀록,"무협, 퓨전",정석연재,2024.03.12 03:08,2024.06.21 05:24,77 회,"657,163","12,958","462,674","2,438"
75,선독점 내 미니언들은 플레이어보다 세다,"현대판타지, 판타지",신비공,2024.04.02 23:43,2024.06.20 20:33,78 회,"368,230","8,442","397,408","1,938"
76,선독점 미래에서 온 검은머리 감독님,"스포츠, 현대판타지",임성실,2024.02.14 12:56,2024.06.20 22:00,103 회,"297,625","8,491","560,704","1,802"
77,선독점 삼국지 : 동탁빙의 후 천하통일 대박,"대체역사, 판타지",로노바,2024.03.04 13:10,2024.06.21 08:20,108 회,"350,837","8,813","607,395","1,710"
78,선독점 공격력 10만배로 초월급 헌터,"현대판타지, 판타지",비루리,2024.05.08 10:09,2024.06.21 08:00,52 회,"612,077","11,684","289,642","3,682"
79,선독점 회귀했는데 전생이 다빈치,"현대판타지, 판타지",김내곰,2024.03.24 18:52,2024.06.20 23:00,90 회,"476,818","10,718","535,251","2,727"
80,"선독점 40년 만에 제대했는데, 다시 이등병","판타지, 현대판타지",반고르,2024.03.11 21:54,2024.06.20 22:00,104 회,"878,118","22,228","639,921","4,242"
81,선독점 나의 조선에 유교는 필요없다,"대체역사, 판타지",정동갑제,2024.03.13 23:43,2024.06.20 20:00,116 회,"592,206","16,060","768,706","2,652"
82,선독점 고종시대로 회귀한 특전사가 정치를 너무 잘함,"대체역사, 현대판타지",철강산,2024.03.25 16:11,2024.06.20 17:30,66 회,"201,103","5,318","344,567","1,317"
83,"선독점 나, 이승만이 되었다!","대체역사, 전쟁·밀리터리",와우리을리,2024.03.18 10:00,2024.06.21 12:20,100 회,"160,611","6,397","707,675","1,121"
84,선독점 완전생물 병장님,현대판타지,마지막한자,2024.02.26 18:30,2024.06.20 19:20,116 회,"648,950","18,032","630,691","3,221"
85,선독점 천재배우들이 사랑하는 스타작가,현대판타지,버드와칭,2024.03.19 18:59,2024.06.21 11:00,96 회,"429,207","8,883","524,845","2,489"
86,선독점 백수 삼촌이 게임을 너무 잘 함,현대판타지,토리셀,2024.03.27 17:18,2024.06.20 22:00,92 회,"387,912","7,457","536,596","2,270"
87,선독점 내 헌터물에 아포칼립스는 필요없다,현대판타지,카르카손,2024.02.02 16:26,2024.06.20 22:00,119 회,"533,690","24,410","823,192","4,263"
88,선독점 환생했더니 불에 미친 정령사가 되었다,"판타지, 퓨전",진유(眞鍮),2024.03.31 11:04,2024.06.21 12:00,73 회,"891,660","23,370","426,943","6,077"
89,선독점 초월급 스트라이커의 회귀,"스포츠, 현대판타지",타인증,2024.04.30 21:01,2024.06.20 18:00,80 회,"464,556","8,522","453,106","2,544"
90,선독점 천재 아이돌은 관심받고 싶다!,"현대판타지, 드라마",억만자,2024.04.15 01:19,2024.06.20 21:00,72 회,"161,062","4,772","427,873","1,389"
91,선독점 사이버펑크의 고인물 마법사,"퓨전, 현대판타지",휴헤,2024.03.14 20:10,2024.06.21 12:20,103 회,"522,205","16,455","670,623","3,713"
92,선독점 재벌가 사생아의 인생 2회차,"현대판타지, 퓨전",휴화산,2024.03.13 16:47,2024.06.20 21:00,91 회,"741,554","11,954","511,384","2,528"
93,선독점 신령님이 보우하사 대한제국만세,"대체역사, 현대판타지",Analog감성,2024.02.19 17:29,2024.06.20 18:00,91 회,"157,124","4,410","509,241",826
94,선독점 6.25 후 부동산 재벌이 되었다,"대체역사, 판타지",투자인,2024.03.18 13:33,2024.06.21 06:35,131 회,"313,669","6,911","711,182","1,126"
95,선독점 톡 대화가 다 보임,"현대판타지, 퓨전",연군,2024.04.11 20:03,2024.06.20 22:40,73 회,"330,283","5,900","483,815","1,501"
96,"선독점 방원아, 너의 자리는 없다.","대체역사, 판타지",소리아비,2024.03.26 11:00,2024.06.20 18:00,82 회,"289,607","6,780","445,094","1,463"
97,선독점 K-POP 중고 천재가 되었습니다,현대판타지,글리키,2024.03.18 20:24,2024.06.20 21:00,90 회,"303,664","5,553","474,000","1,347"
98,선독점 신선배송으로 인생역전,현대판타지,해묘(亥猫),2024.03.25 17:45,2024.06.20 22:20,82 회,"335,895","9,483","518,728","1,813"
99,선독점 약초밭 깡촌 명의,현대판타지,차강,2024.04.01 22:22,2024.06.21 07:00,87 회,"340,131","9,108","502,199","1,765"
100,선독점 이혼 후 투자재벌,"현대판타지, 퓨전",소모사,2024.04.22 13:28,2024.06.21 09:20,69 회,"502,466","7,680","412,373","2,211"
101,선독점 요리 평론을 너무 잘함,현대판타지,비수(飛秀),2024.04.07 11:27,2024.06.21 12:00,82 회,"313,906","8,088","460,274","1,771"
102,선독점 귀농했는데 아포칼립스 터졌다,"현대판타지, 판타지",버머랜드,2024.02.21 22:48,2024.06.21 16:20,115 회,"886,038","24,450","696,975","4,782"
103,선독점 나 혼자 초월급 네크로맨서,현대판타지,앱솔,2024.03.07 13:17,2024.06.21 09:00,91 회,"472,023","8,069","496,465","2,123"
104,선독점 망겜의 SSS급 헌터,"판타지, 퓨전",글국,2024.03.14 15:34,2024.06.20 19:10,134 회,"513,502","8,719","703,906","2,403"
105,선독점 석화된 성녀를 주웠다,"판타지, 퓨전",하늘바다땅,2024.03.11 02:29,2024.06.20 20:05,103 회,"377,796","11,896","537,987","2,390"
106,선독점 S급 각성자가 E급으로 등록됨,현대판타지,수년필,2024.03.15 16:30,2024.06.20 19:15,75 회,"276,921","5,709","467,385","1,114"
107,선독점 은퇴했더니 초월급 정령사가 되었다,"현대판타지, 퓨전",배부른콩,2024.03.17 22:13,2024.06.21 10:20,104 회,"294,590","6,712","548,324","1,600"
108,선독점 귀농 후 조물주의 건물주가 되었다,"현대판타지, 판타지",글고블린,2024.03.21 12:14,2024.06.20 23:07,93 회,"212,735","6,313","539,223","1,282"
109,선독점 은퇴 헌터는 만병통치약을 재배한다,"현대판타지, 판타지",그랫지수,2024.03.15 11:31,2024.06.21 12:00,102 회,"290,463","8,767","611,370","1,643"
110,선독점 천재 구단주의 EPL 생존기,"스포츠, 현대판타지",펩클롭,2024.02.16 16:26,2024.06.20 22:28,99 회,"218,312","5,820","562,000","1,004"
111,선독점 K3에서 발롱도르까지,"스포츠, 현대판타지",하기동,2024.03.06 15:08,2024.06.20 18:15,113 회,"380,976","6,255","637,204",857
112,선독점 아포칼립스지만 잘 먹고 잘 삽니다,"현대판타지, 퓨전",호오르혜,2024.03.17 22:18,2024.06.20 21:00,106 회,"146,032","4,696","605,436","1,058"
113,선독점 나혼자 각성,"현대판타지, 판타지",귀농재벌,2024.03.01 15:45,2024.06.21 11:05,116 회,"431,028","7,675","687,105","1,233"
114,선독점 사과로 왕이 되었습니다,"현대판타지, 퓨전",소수림,2024.04.07 15:52,2024.06.21 11:00,75 회,"207,159","6,613","388,323","1,256"
115,선독점 기계군단으로 아포칼립스 살아남기,"판타지, 현대판타지",김시영,2024.03.26 20:35,2024.06.20 19:50,84 회,"408,685","10,568","476,146","2,821"
116,선독점 농로무한 (農路無限),"무협, 판타지",편광(片光),2024.01.30 11:19,2024.06.21 07:00,106 회,"131,686","2,621","548,663",460
117,선독점 제작에 진심인 자본주의 네크로맨서,"판타지, 퓨전",양준석,2022.02.04 21:40,2024.06.20 20:00,71 회,"93,352","2,179","408,175","1,128"
118,선독점 역대급 축구 천재가 트로피를 싹쓸이함,"스포츠, 현대판타지",파란후드,2024.02.27 12:10,2024.06.20 22:20,115 회,"334,313","5,179","639,182",870
119,선독점 백상의 워렌버핏,현대판타지,남운™,2024.03.13 13:52,2024.06.21 16:00,105 회,"150,376","1,957","527,205",738
120,"선독점 무명배우, 천만배우로 거듭 나다!","판타지, 현대판타지",팅커테일,2024.03.25 07:24,2024.06.21 12:00,85 회,"76,022","1,593","449,723",300
121,선독점 환생한 히트맨은 천만배우,"현대판타지, 판타지",노란안경,2024.03.14 16:58,2024.06.20 19:00,107 회,"189,083","3,563","601,699",823
122,선독점 십일조사천억 평의 땅 주인,"현대판타지, 판타지",재미핥기,2023.05.16 10:53,2024.06.20 17:31,118 회,"322,925","6,783","633,508","1,141"
123,선독점 10라운더의 기적,스포츠,극찬,2024.03.02 16:52,2024.06.21 13:38,87 회,"318,079","5,824","442,782","1,062"
124,선독점 레벨업 하는 이세계 영주님.,판타지,후라이드11,2024.02.10 14:34,2024.06.21 16:00,123 회,"309,339","6,745","671,361",894
125,선독점 죽음을 보는 킬러,현대판타지,이종길,2024.03.31 01:56,2024.06.20 18:00,72 회,"111,986","2,453","387,401",491
126,퓨전 삼국지 천하를 화평하게 하라!,"대체역사, 현대판타지",김현빈,2024.05.29 10:57,2024.06.21 06:00,219 회,"4,241",4,"1,168,395",42
127,선독점 국선 헌터가 아포칼립스를 찢음,"현대판타지, 무협",맨발의시인,2024.04.02 15:27,2024.06.21 10:00,90 회,"106,409","1,723","505,401",364
128,선독점 재주는 빌런이 부리고 돈은 용사가 번다,"현대판타지, 퓨전",자운엽,2024.03.10 18:36,2024.06.21 11:20,108 회,"210,084","2,474","639,171",322
129,선독점 투잡 뛰는 실험실 마법사,"판타지, 퓨전",태사자인,2024.01.09 13:34,2024.06.20 16:59,134 회,"52,894",943,"694,266",222
