,제목,장르,작가,연재 시작일,마지막 연재일,회수,조회수,추천수,글자수,선작수
32,선독점 회사원이 너무 강함,"현대판타지, 스포츠",블루티풀,2024.03.15 00:29,2024.06.20 19:20,104 회,"1,776,551","42,451","608,954","11,650"
33,선독점 방출당한 투수가 금강불괴로 돌아옴,"스포츠, 현대판타지",단팥빵소년,2024.03.10 20:07,2024.06.21 11:00,142 회,"1,674,762","38,358","910,333","7,560"
34,선독점 조선에는 쿠데타가 필요해요,"대체역사, 전쟁·밀리터리",앙금고라니,2023.06.26 18:20,2024.06.21 10:00,544 회,"1,534,830","84,678","3,287,782","5,364"
35,선독점 회귀자의 기업국가 재벌기,현대판타지,E급작가,2023.01.22 00:48,2023.09.23 08:00,252 회,"2,142,129","47,607","1,516,090","7,279"
36,선독점 탐관오리가 상태창을 숨김,"대체역사, 퓨전",코락스,2023.07.03 18:00,2024.06.20 18:00,284 회,"3,122,923","164,401","2,531,925","14,730"
37,선독점 러스트 [ RUST ],"현대판타지, 판타지",글라딘,2021.07.26 22:15,2024.06.20 20:13,"1,059 회","11,718,803","497,973","6,409,768","30,552"
38,선독점 개뿔도 없는 무림환생,무협,키나아빠,2022.09.15 22:10,2023.10.24 08:10,383 회,"2,899,884","77,607","2,117,515","10,900"
39,선독점 메디치 가문의 사생아가 너무 유능함,"대체역사, 현대판타지",르클레르,2024.04.02 21:58,2024.06.20 23:59,95 회,"823,152","24,941","530,327","5,938"
40,선독점 악덕 군주 연산!,대체역사,흑곰작가,2022.08.21 07:00,2023.01.31 14:57,251 회,"2,594,677","59,963","1,287,453","8,067"
41,선독점 회귀했는데 세상이 안 망함,"현대판타지, 판타지",선우(仙宇),2023.11.09 12:50,2024.06.20 18:00,182 회,"4,213,647","112,607","1,136,297","23,451"
42,선독점 멸망이 예정된 세상에서 산다,"판타지, 퓨전",더블킥,2022.05.20 18:00,2023.01.26 18:00,193 회,"2,547,024","79,053","1,034,457","12,051"
43,선독점 전능의 혀를 얻었다,"현대판타지, 판타지",몽쉐르,2023.11.27 11:13,2024.06.20 19:00,200 회,"2,571,921","84,855","1,245,374","12,016"
44,선독점 슈팅 궤적이 다 보임,"스포츠, 현대판타지",닥터암,2023.06.26 17:20,2024.06.20 17:20,300 회,"5,074,303","146,964","1,898,758","21,218"
45,선독점 EX급 창고를 얻었다,"판타지, 게임",한손검,2024.03.03 07:29,2024.06.20 19:01,112 회,"2,493,361","56,812","940,461","14,915"
46,선독점 턴제의 마법사,"판타지, 퓨전",정따블,2024.01.21 15:05,2024.06.21 08:20,135 회,"1,908,668","93,085","874,305","17,446"
47,선독점 대한제국이 이미 너무 강함,"대체역사, 전쟁·밀리터리",어겐어겐,2022.09.21 12:10,2023.08.22 18:00,304 회,"2,226,458","46,493","1,895,431","8,075"
48,선독점 1970 중정 요원은 핵이 필요합니다,"대체역사, 판타지",정사부,2024.03.27 17:31,2024.06.21 12:00,91 회,"484,502","13,347","480,135","3,164"
49,선독점 나는 EX급 헌터다,"현대판타지, 판타지",Neuf,2018.02.17 19:20,2023.06.14 23:12,303 회,"3,767,450","91,273","1,593,723","11,687"
50,선독점 121세기에서 살아남기,판타지,컵라면.,2024.02.14 12:57,2024.06.20 18:00,99 회,"1,627,214","74,640","779,458","16,552"
51,선독점 신입사원의 부업이 재벌 3세 친구다,"현대판타지, 판타지",꿈가득남,2024.04.12 09:51,2024.06.20 19:00,74 회,"1,335,225","30,226","410,110","9,304"
52,선독점 은퇴한 전설의 특수요원이 반로환동하여 사는 법.,"판타지, 현대판타지",강바기,2024.04.22 19:27,2024.06.21 00:10,57 회,"1,035,218","25,732","356,486","7,228"
53,선독점 풍요의 여신과 천재 망나니 사도님,"판타지, 퓨전",곰산타,2024.03.18 21:11,2024.06.20 17:11,99 회,"725,526","24,116","649,349","4,681"
54,선독점 EX급 절대반지를 얻었다,"퓨전, 현대판타지",김현준™,2024.04.05 10:28,2024.06.21 15:00,83 회,"1,688,656","36,996","607,384","9,860"
55,선독점 미국 재벌3세는 천재였다,"현대판타지, 대체역사",글라탕,2023.12.04 17:50,2024.06.12 20:20,285 회,"2,307,609","74,064","1,841,712","10,709"
56,선독점 절대독공으로 SSS급 헌터,"현대판타지, 퓨전",차성,2024.03.12 19:20,2024.06.20 20:59,94 회,"1,662,775","36,723","598,546","8,768"
57,선독점 1588 샤인머스캣으로 귀농 왔더니 신대륙,"대체역사, 퓨전",간다왼쪽,2024.05.08 16:32,2024.06.21 09:00,63 회,"1,806,067","84,463","452,831","17,085"
58,선독점 은퇴한 헌터의 아포칼립스,"현대판타지, 게임",디다트,2023.12.26 13:35,2024.06.21 12:00,160 회,"2,431,623","66,347","1,101,462","15,534"
59,선독점 무한전생-아서 허트,"판타지, 퓨전",광악,2023.10.04 08:26,2024.06.20 18:00,198 회,"2,436,504","103,182","1,104,931","15,415"
60,선독점 삼국지 : 내가 영웅의 그릇인가.,"대체역사, 퓨전",엠보돌,2023.12.04 17:00,2024.06.21 09:45,169 회,"1,289,634","46,045","981,979","6,838"
61,선독점 축구부 방출 후 천재 투수가 되었다,"스포츠, 현대판타지",유선강,2024.02.24 17:01,2024.06.20 21:00,121 회,"1,481,457","37,445","703,454","7,746"
62,선독점 파브르 in 사천당가,"무협, 퓨전",에르훗,2023.09.13 23:59,2024.06.20 09:22,267 회,"3,377,620","111,707","1,652,400","21,706"
63,선독점 내 분신이 거물이 되어간다,"판타지, 현대판타지",실험샘플,2022.07.04 11:29,2024.06.21 13:32,554 회,"5,889,322","219,938","3,703,064","21,193"
64,선독점 복수하다가 발레 천재,"현대판타지, 드라마",달리카,2022.05.11 19:00,2023.06.07 09:05,302 회,"1,699,065","76,704","2,018,261","7,010"
65,선독점 시장통 맛침명의 재벌처가 씹어먹다,"판타지, 현대판타지",가프,2024.03.21 20:52,2024.06.21 11:19,114 회,"1,984,175","56,369","678,764","10,425"
66,선독점 세계권력급 아공간 헌터,현대판타지,슬리버,2024.03.28 11:28,2024.06.21 12:05,84 회,"1,822,739","47,851","545,874","12,466"
67,선독점 회귀한 재벌은 미국을 사기로했다,"판타지, 현대판타지",연태량,2024.03.18 01:15,2024.06.20 20:20,114 회,"766,182","19,539","636,828","4,560"
68,선독점 충무공의 아들이 되었다,"대체역사, 전쟁·밀리터리",보헤미아.,2023.11.06 18:30,2024.06.20 19:00,167 회,"1,546,234","58,866","891,891","7,873"
69,선독점 당문전,무협,제이허빈,2023.04.05 00:22,2024.06.21 15:00,435 회,"4,119,966","209,247","2,982,462","17,205"
70,선독점 조선왕자가 미국갔다 안 돌아옴,"대체역사, 퓨전",누텔라.,2022.05.21 22:19,2024.06.20 19:05,545 회,"3,328,360","126,045","3,557,249","10,091"
71,선독점 운명을 보는 회사원,"현대판타지, 퓨전",영완(映完),2019.09.28 15:02,2023.06.26 16:20,317 회,"11,537,954","356,609","1,849,727","25,749"
72,선독점 천만년만에 귀환한 무신님,"퓨전, 현대판타지",맛깔란,2024.02.20 18:55,2024.06.20 17:00,135 회,"2,151,605","47,587","853,023","10,306"
73,선독점 고귀한 헌터로 착각당했다,"퓨전, 현대판타지",글포터,2024.02.20 18:25,2024.06.21 13:10,121 회,"2,693,126","68,017","650,044","15,562"
74,"선독점 을미년, 민비 대신 고종이 죽었다",대체역사,이그드라시,2024.02.23 13:05,2024.06.21 10:32,93 회,"474,084","23,109","589,913","3,622"
75,선독점 내 조선에 세종은 없다,"대체역사, 퓨전",핏콩,2022.10.03 08:00,2024.06.20 20:00,463 회,"4,378,705","180,308","2,556,987","13,195"
76,선독점 재벌을 넘어 귀족으로,"현대판타지, 판타지",푸달,2019.05.01 12:05,2019.11.09 14:47,201 회,"5,023,942","110,334","1,495,345","16,100"
77,선독점 내 수익률 무한!,"현대판타지, 판타지",혁이.,2024.04.07 16:05,2024.06.20 18:00,74 회,"712,324","19,799","405,744","4,893"
78,선독점 미궁 속 천재공학자,"퓨전, 현대판타지",병장개미,2022.10.19 12:00,2024.06.21 12:46,494 회,"3,044,708","140,293","2,780,864","12,537"
79,선독점 알바생이 요리를 너무 잘함,"현대판타지, 판타지",윤재.,2023.11.22 18:00,2024.06.20 17:00,187 회,"2,633,412","83,410","1,080,133","14,062"
80,선독점 오빠가 천재였다.,"현대판타지, 드라마",시하,2024.03.31 05:30,2024.06.21 14:05,72 회,"1,753,759","38,623","502,359","10,914"
81,선독점 하남자 헌터의 셀프육성법,"퓨전, 판타지",데프프픗,2024.05.08 10:02,2024.06.20 19:00,63 회,"871,635","29,417","342,785","6,869"
82,선독점 명군이 되어보세!,"대체역사, 전쟁·밀리터리",슈타인호프,2017.07.01 07:14,2024.06.21 07:40,"2,152 회","12,877,251","439,017","15,530,300","12,643"
83,선독점 흥겜의 딜러,"현대판타지, 게임",행운요정,2024.01.03 11:25,2024.06.20 14:45,109 회,"440,657","22,839","758,477","4,539"
84,선독점 회귀자 생활백서(回歸者 生活白書),"무협, 판타지",넉울히,2024.02.21 04:15,2024.06.20 18:00,154 회,"2,884,133","80,920","1,137,807","16,381"
85,선독점 케이팝 씹어먹는 천재 작곡가,"현대판타지, 드라마",이신유,2023.12.13 12:25,2024.06.21 11:00,189 회,"1,951,276","59,815","1,077,887","10,573"
86,선독점 이세계 영주가 밥을 잘 먹임,"판타지, 퓨전",이디즈,2023.05.10 12:40,2024.05.10 19:00,333 회,"3,358,007","121,763","1,822,787","13,109"
87,선독점 축구천재로 오해받는 중입니다,"스포츠, 현대판타지",한명현,2023.05.10 10:01,2024.06.06 19:20,298 회,"3,841,941","115,532","1,821,039","16,534"
88,선독점 제국 경비대의 망나니 소드마스터,"판타지, 퓨전",사탕꽃,2024.01.24 08:33,2024.06.20 18:20,134 회,"2,718,730","73,731","926,015","19,511"
89,선독점 미국 레트로 소설가가 되었다.,"현대판타지, 판타지",뇌조,2023.09.02 23:00,2024.06.20 22:00,323 회,"2,143,821","87,761","2,313,079","9,161"
90,선독점 대영제국에서 작가로 살아남기,"대체역사, 퓨전",고스름도치,2023.05.10 18:01,2024.06.20 18:00,311 회,"2,826,721","128,629","1,763,658","12,991"
91,선독점 내 헌터물에 아포칼립스는 필요없다,현대판타지,카르카손,2024.02.02 16:26,2024.06.20 22:00,119 회,"533,684","24,410","823,192","4,263"
92,선독점 동로마 황녀가 내 아이를 임신하셨다,대체역사,열이틀,2024.02.14 20:23,2024.06.20 20:20,129 회,"1,100,480","54,856","933,994","8,785"
93,선독점 사도세자는 편하게 살고 싶다,대체역사,까다롭스키,2024.02.02 16:37,2024.06.20 19:00,110 회,"782,865","43,281","1,385,738","6,891"
94,선독점 억만장자가 된 미전실의 사냥개,"현대판타지, 드라마",홈스탠바이,2024.03.26 18:01,2024.06.20 18:00,91 회,"1,004,274","19,620","702,270","4,985"
95,선독점 재벌집 만렙 아들,"현대판타지, 드라마",오소록,2022.10.19 01:54,2024.06.20 20:00,435 회,"4,199,361","109,901","2,575,951","17,834"
96,선독점 나 혼자 탑에서 농사,"현대판타지, 퓨전",sdcknight,2022.05.11 11:46,2024.06.20 15:00,735 회,"6,535,065","272,484","3,964,029","21,690"
97,선독점 고아인데 마법천재,판타지,찬동,2023.10.18 12:31,2024.06.20 18:00,166 회,"2,716,429","73,825","1,077,605","15,115"
98,선독점 돌팔이 의사 자크 지라르,"판타지, 퓨전",담하이데,2024.03.27 16:27,2024.06.20 22:30,75 회,"597,006","24,420","539,055","5,168"
99,선독점 마갑을 만드는 천재마법사,판타지,레드풋,2024.04.01 20:47,2024.06.20 22:00,88 회,"1,202,523","32,433","638,809","7,466"
100,선독점 폐급 배우가 상태창을 숨김,현대판타지,papapa.,2024.01.09 17:51,2024.06.20 20:00,135 회,"1,110,505","37,833","750,800","7,332"
101,선독점 퇴역한 연금술사는 우주권력급,"현대판타지, 판타지",뺘삐,2024.04.25 13:45,2024.06.19 20:00,61 회,"1,145,448","24,625","357,909","6,772"
102,선독점 아포칼립스 장난감,"현대판타지, 퓨전",눌프,2024.03.16 18:29,2024.06.21 13:30,92 회,"1,772,895","46,828","510,890","10,268"
103,선독점 카이스트 천재는 재벌이 된다,"현대판타지, 퓨전",지지지비,2024.03.21 00:00,2024.06.20 18:48,79 회,"1,036,242","20,341","441,315","6,196"
104,선독점 겨우 강해졌는데 회귀해버림,"현대판타지, 퓨전",수국칼,2024.02.12 20:26,2024.06.20 23:00,133 회,"2,564,532","58,398","716,672","13,455"
105,선독점 피지컬 괴물 수비수가 EX급 시야를 얻음,스포츠,천달,2024.04.25 19:19,2024.06.20 23:00,54 회,"803,228","15,891","303,321","5,832"
106,선독점 전지적 독자 시점,"현대판타지, 판타지",싱숑,2018.01.06 18:30,2024.06.19 21:00,764 회,"58,230,570","2,237,234","4,778,045","147,592"
107,선독점 우주 무기가 너무 강함,"현대판타지, 판타지",계란탁,2024.04.08 11:00,2024.06.20 20:00,78 회,"1,300,295","27,043","455,955","7,527"
108,선독점 재벌 3세는 조용히 살고 싶다,현대판타지,SSDHDD,2020.02.26 11:00,2024.06.21 11:00,"1,578 회","9,022,447","189,406","9,011,288","13,534"
109,선독점 각성이 멈추질 않는다,"현대판타지, 퓨전",길마,2024.03.12 19:13,2024.06.20 17:55,86 회,"1,763,075","38,817","561,080","9,476"
110,선독점 역천의 대한민국!,"대체역사, 전쟁·밀리터리",강바기,2023.02.20 17:53,2024.06.20 19:00,357 회,"2,772,123","76,133","1,951,018","9,284"
111,선독점 서부로 간 검은머리 용병,"대체역사, 퓨전",노오력.,2021.07.26 18:43,2024.01.23 20:10,592 회,"2,504,591","121,663","3,808,458","8,879"
112,선독점 총통님 미국 가신다!,"대체역사, 현대판타지",민초냥이,2024.01.23 09:27,2024.06.21 12:20,137 회,"510,471","22,099","839,152","3,414"
113,선독점 천재 미드필더의 패스는 특별하다,"스포츠, 현대판타지",역작s,2023.12.18 14:26,2024.06.20 18:00,140 회,"2,505,134","49,669","781,035","12,594"
114,선독점 괴물 천재선수들이 날 너무 좋아함,"스포츠, 현대판타지",혜인태,2023.11.22 12:46,2024.06.21 12:00,229 회,"1,955,363","50,863","1,208,811","9,203"
115,선독점 카이저가 칼들고 협박함,"대체역사, 전쟁·밀리터리",I알자스I,2023.05.18 18:15,2024.06.20 18:00,330 회,"1,298,665","46,157","1,915,266","4,392"
116,선독점 천재 매니저는 시끄럽게 살기로 했다,"현대판타지, 판타지",편몽,2024.03.23 20:57,2024.06.20 21:13,89 회,"977,526","26,455","523,022","5,041"
117,선독점 지옥에서 돌아온 게임 디렉터,현대판타지,papapa.,2023.05.10 10:02,2024.03.07 20:00,243 회,"5,199,231","226,179","1,443,776","28,181"
118,선독점 퓨전펑크의 전생자,"판타지, 퓨전",쫄면에삼겹,2023.01.10 21:50,2024.06.19 20:02,309 회,"5,592,452","214,453","2,332,925","24,840"
119,선독점 재벌 3세 천재 배우가 되었다,현대판타지,피제이,2021.05.12 10:05,2022.09.10 11:00,283 회,"4,198,538","141,777","1,581,733","14,107"
120,선독점 열혈 인생,현대판타지,동쪽사람,2023.03.09 11:50,2024.04.10 11:50,319 회,"1,574,569","52,114","1,789,933","5,347"
121,선독점 홍등가의 소드마스터,"판타지, 퓨전",망신창이,2021.12.20 18:00,2023.08.30 21:00,451 회,"7,797,105","308,138","2,528,131","30,300"
122,선독점 아포칼립스의 유일한 흑마법사가 되었다,"현대판타지, 퓨전",BELF,2022.09.15 13:00,2023.08.27 16:00,239 회,"2,968,983","81,679","1,325,358","13,777"
123,선독점 쓰나미도 피하는 위치선정 축구천재,"스포츠, 현대판타지",계약직,2024.02.08 18:13,2024.06.20 23:00,114 회,"1,818,758","45,406","646,907","10,331"
124,선독점 귀농했는데 세계수로 미국식 농사,"현대판타지, 판타지",노마(駑馬),2023.09.26 19:40,2024.06.19 19:50,253 회,"1,648,261","59,381","1,522,956","8,091"
125,선독점 미국 깡촌의 천재 작가,"현대판타지, 판타지",돌리앗,2023.02.25 22:20,2024.06.20 21:20,411 회,"4,649,676","182,720","2,488,762","20,563"
126,선독점 은퇴 코더가 빅테크를 사버림,"현대판타지, 판타지",SOKIN,2023.10.19 14:25,2024.06.21 11:00,222 회,"2,514,468","54,378","1,123,559","10,871"
127,선독점 1979 김부장이 독재를 계승 중입니다!,"현대판타지, 대체역사",아아연하게,2023.12.28 23:49,2024.06.20 20:00,170 회,"1,405,950","31,792","961,504","5,463"
128,선독점 귀농했는데 아포칼립스 터졌다,"현대판타지, 판타지",버머랜드,2024.02.21 22:48,2024.06.21 16:20,115 회,"886,013","24,449","696,975","4,782"
129,선독점 짜장 한 그릇에 제갈세가 데릴사위,"무협, 퓨전",에르훗,2022.07.13 14:37,2024.06.20 09:20,685 회,"5,746,891","205,290","4,169,078","22,947"
130,선독점 고스트 해킹왕,현대판타지,[도원경],2023.09.11 08:10,2024.06.01 09:00,301 회,"1,540,760","37,722","1,702,947","6,232"
131,선독점 칭찬스티커 받는 단종,"대체역사, 드라마",문환,2023.10.24 07:33,2024.06.20 23:50,182 회,"1,269,652","63,314","1,318,339","7,517"
132,선독점 천재 배우 복귀했습니다,"현대판타지, 드라마",나일함,2022.12.21 12:15,2023.09.19 12:21,223 회,"2,874,787","87,547","1,194,207","12,293"
133,선독점 S급 용병의 슬기로운 사회생활,현대판타지,한준솔봄,2023.09.19 08:25,2024.06.20 22:00,251 회,"2,207,593","55,532","1,770,843","11,342"
134,"선독점 조선, 혁명의 시대",대체역사,태사령,2019.06.12 18:20,2024.06.20 18:00,880 회,"5,129,771","189,920","6,026,879","10,849"
135,선독점 귀농한 무한서고의 주인이 꿀빠는 법,"판타지, 퓨전",[세인토],2024.03.25 13:32,2024.06.20 18:00,91 회,"637,750","13,613","479,416","3,794"
136,선독점 서울역 세종대왕,"대체역사, 현대판타지",구사(龜沙),2023.12.04 14:13,2024.06.20 17:00,165 회,"1,145,818","41,034","927,254","6,035"
137,선독점 초대 콧수염 대마왕이 되었다,"대체역사, 판타지",리첼렌,2024.02.08 16:18,2024.06.17 09:43,124 회,"699,710","44,380","944,971","5,682"
138,선독점 황금 귀의 프로듀서,"현대판타지, 퓨전",무적푸딩,2024.02.25 13:05,2024.06.21 11:50,115 회,"1,317,533","29,431","688,952","6,131"
139,선독점 축구천재들의 재능을 삼켰다,"스포츠, 현대판타지",저니환,2024.02.20 20:05,2024.06.21 11:00,180 회,"678,249","13,507","992,908","3,285"
140,선독점 빌런의 경제학,"현대판타지, 퓨전",드림보트,2020.12.29 19:14,2021.09.09 19:00,247 회,"12,019,546","270,452","1,632,350","35,509"
141,선독점 별에서 온 조선인,대체역사,조휘,2024.03.15 17:19,2024.06.20 18:00,73 회,"488,020","12,560","489,078","2,846"
142,선독점 초월자들과 거래하는 헌터,"현대판타지, 판타지",지장수,2024.02.15 19:28,2024.06.20 21:00,132 회,"1,115,819","22,435","917,234","3,392"
143,선독점 마력은 없지만 아카데미에서 꿀빱니다,"퓨전, 현대판타지",악휘S,2021.10.09 12:15,2022.12.08 17:30,233 회,"2,740,276","61,725","1,360,708","13,711"
144,선독점 테니스 코트 위의 절대자,"스포츠, 일반소설",김군0619,2023.07.13 20:26,2024.06.21 12:05,349 회,"1,257,622","52,175","2,779,722","4,896"
145,선독점 임기 첫날에 게이트가 열렸다,"현대판타지, 판타지",피아조아,2019.01.16 16:41,2023.04.03 02:04,297 회,"5,368,202","244,363","2,035,735","23,276"
146,선독점 파혼 후 역대급 투자 천재,"현대판타지, 퓨전",단골손놈,2024.03.19 00:39,2024.06.20 20:00,103 회,"1,390,165","23,902","627,668","6,622"
147,선독점 미친 천재작가가 돌아왔다,"현대판타지, 드라마",피자소주,2024.03.29 17:02,2024.06.20 21:00,75 회,"955,109","26,707","477,243","6,548"
148,선독점 말단 병사가 너무 강함,"판타지, 퓨전",글택,2023.12.03 18:22,2024.06.20 19:20,202 회,"2,210,182","43,996","1,284,904","10,232"
149,선독점 탈조선 후 대박 스트라이커,스포츠,오수정,2024.03.26 02:56,2024.06.21 00:09,60 회,"1,106,358","17,901","344,399","5,281"
150,선독점 역대급 스피드의 축구천재,"스포츠, 판타지",얼음강철,2023.11.23 13:00,2024.06.20 18:00,213 회,"1,787,865","42,043","1,736,615","8,038"
151,선독점 1988 레트로 게임 재벌,현대판타지,Guybrush,2023.12.03 12:30,2024.06.21 12:30,159 회,"462,517","20,925","1,179,538","3,031"
152,선독점 북부 전선의 고인물,"판타지, 전쟁·밀리터리",데거스,2024.05.08 13:33,2024.06.21 11:20,62 회,"1,583,743","36,457","384,734","11,397"
153,선독점 혈귀무쌍,"무협, 판타지",강민성,2023.08.23 22:50,2024.06.20 07:20,307 회,"2,302,572","58,113","2,250,787","10,294"
154,선독점 몬스터와 힐링하는 S급 헌터,"현대판타지, 판타지",다기205,2023.10.05 10:40,2024.06.20 19:00,248 회,"1,537,666","69,206","1,440,633","7,786"
155,선독점 서브 남주가 파업하면 생기는 일,"판타지, 퓨전",숙임,2020.05.11 15:53,2024.06.20 21:00,915 회,"5,194,036","342,219","5,635,334","19,291"
156,선독점 회사 잘린 김에 음악천재 합니다,"현대판타지, 일반소설",먹고땡,2024.03.21 15:59,2024.06.21 12:00,84 회,"894,756","18,930","507,061","5,184"
157,선독점 몽골조선의 천재 데릴사위가 되었다,"대체역사, 퓨전",기신,2023.09.11 16:41,2024.06.20 22:00,154 회,"1,038,243","27,530","1,392,278","5,517"
158,선독점 똥손 재벌 3세 회귀하다,"현대판타지, 대체역사",Primus,2024.02.20 17:10,2024.06.21 08:00,147 회,"880,195","15,332","777,207","3,715"
159,선독점 내 마법만 레벨업,"판타지, 퓨전",해무극,2023.06.01 20:05,2024.06.19 18:00,283 회,"2,793,906","85,039","1,760,348","11,610"
160,선독점 시한부 천재가 살아남는 법,"무협, 퓨전",청시소,2020.09.28 21:03,2024.06.19 20:00,724 회,"11,249,559","454,531","4,681,768","31,067"
161,선독점 환생한 음악천재가 재능을 못 숨김,현대판타지,아몬드빵,2024.01.28 19:47,2024.06.20 23:00,118 회,"1,893,279","48,513","645,932","10,809"
162,선독점 로또부터 장군까지,"현대판타지, 판타지",게르만.,2022.09.06 20:21,2024.06.20 21:00,501 회,"2,289,969","59,899","2,690,412","7,476"
163,선독점 전생이 대마법사다,"현대판타지, 퓨전",동구이,2023.10.27 17:24,2024.06.06 21:00,160 회,"2,239,793","55,732","874,209","11,678"
164,선독점 검은머리 미군 대원수,"대체역사, 현대판타지",명원(命元),2020.06.29 19:00,2023.05.16 14:00,583 회,"28,278,850","895,723","3,460,974","44,490"
